vin,display_color,year,make,model,price,mileage,city,condition,dealer_name,state,trim,body_style
1N4AA6AP2JC362949,Black,2018,Nissan,Maxima,"$24,999","45,881 Miles",Missoula,used,Northwest Motorsport - Missoula,MT,3.5 SV,sedan
1FTEW1E40LFB93404,Black,2020,Ford,F-150,"$59,499","11,131 Miles",Missoula,used,Northwest Motorsport - Missoula,MT,Lariat,truck
1GCWGAFG4J1904848,Summit White,2018,Chevrolet,Express Cargo,"$34,995","34,103 Miles",Sublimity,used,Power Chevrolet,OR,2500,passenger_cargo_van
3GNAXVEX8KS539486,Blue,2019,Chevrolet,Equinox,"$29,999","33,787 Miles",Marysville,used,Northwest Motorsport - Marysville,WA,LT,suv
KMHGN4JE8JU268463,Adriatic Blue,2018,Genesis,G80,"$30,998","7,797 Miles",West Palm Beach ,used,Florida Fine Cars West Palm Beach,FL,3.8L,sedan
JN8AY2NC0K9583040,Black,2019,Nissan,Armada,"$41,155","58,199 Miles",Ankeny,used,Dewey Dodge Chrysler Jeep Ram,IA,SL,suv
WAUW3AFCXJN008388,Mythos Black Metallic,2018,Audi,A7,"$40,299","77,115 Miles",Miami,used,Florida Fine Cars Miami,FL,3.0T quattro Premium Plus,sedan
1GCVKREC2FZ230456,White,2015,Chevrolet,Silverado 1500,"$32,499","46,334 Miles",Stafford,used,Texas Direct Auto,TX,LT,truck
3VWCB7BU5KM173655,Pure White,2019,Volkswagen,Jetta,"$16,890","61,416 Miles",Fresno,used,Hertz Car Sales Fresno,CA,1.4T S ULEV,sedan
KMHEC4A40FA139582,White,2015,Hyundai,Sonata Hybrid,"$15,300","62,765 Miles",Commerce,used,Shift LA - Test Drives Delivered to You,CA,Base,sedan
1FM5K7D8XEGA26169,Sterling Gray Metallic,2014,Ford,Explorer,"$17,499","107,278 Miles",Stafford,used,Texas Direct Auto,TX,XLT,suv
4T1BK1EB2EU081601,Red,2014,Toyota,Avalon,"$20,950","43,168 Miles",Commerce,used,Shift LA - Test Drives Delivered to You,CA,Limited,sedan
WDDZF4KB0HA017386,Selenite Grey Metallic,2017,Mercedes-Benz,E-Class,"$31,498","60,471 Miles",Margate,used,Florida Fine Cars - Margate,FL,E 300 4MATIC,sedan
1GT42VEYXKF155128,Black,2019,GMC,Sierra 3500HD,"$69,999","46,189 Miles",Boise,used,Northwest Motorsports - Boise,ID,SLT,truck
2G1105S32K9143347,"Silver,blade",2019,Chevrolet,Impala,"$23,805","60,321 Miles",San Antonio,used,Hertz Car Sales San Antonio North East,TX,Premier,sedan
1FA6P8CF9K5132285,Magnetic,2019,Ford,Mustang,"$40,250","3,510 Miles",Lexington,used,Rod Hatfield Chevrolet,KY,GT,coupe
2C3CDXHG0HH563461,Silver,2017,Dodge,Charger,"$24,900","62,053 Miles",Cathedral City,used,Toyota of the Desert,CA,SXT,sedan
4S4WMARD8L3445966,Red,2020,Subaru,Ascent,"$41,998","19,408 Miles",East Haven,used,CarMax East Haven - Now offering Curbside Pickup and Home Delivery,CT,Touring,suv
55SWF8HBXGU096680,Black,2016,Mercedes-Benz,C-Class,"$48,499","56,528 Miles",West Palm Beach ,used,Florida Fine Cars West Palm Beach,FL,AMG C 63 S,sedan
JTEBU5JR8L5751583,Magnetic Gray Metallic,2020,Toyota,4Runner,"$48,499","25,095 Miles",Stafford,used,Texas Direct Auto,TX,TRD Off-Road Premium,suv
1C6RR6KG7HS833408,Brilliant Black Crystal Pearlcoat,2017,Ram,Pickup 1500,"$28,499","40,116 Miles",Margate,used,Florida Fine Cars - Margate,FL,Tradesman,truck
3N1AB7AP0JL637402,White,2018,Nissan,Sentra,"$14,691","75,005 Miles",Houston,used,Northwest Chrysler Jeep Ram Dodge Ram,TX,SV,sedan
2T3YFREV3JW442374,Black,2018,Toyota,RAV4,"$25,998","13,138 Miles",Margate,used,Florida Fine Cars - Margate,FL,Limited,suv
2GNAXREV5J6345016,Nightfall Gray Metallic,2018,Chevrolet,Equinox,"$19,499","45,027 Miles",West Palm Beach ,used,Florida Fine Cars West Palm Beach,FL,LS,suv
5TFAZ5CN2KX076876,Magnetic Gray Metallic,2019,Toyota,Tacoma,"$33,888","19,389 Miles",Phoenix,certified pre-owned,Camelback Toyota,AZ,SR5 V6,truck
1GNERGKW0MJ253350,Silver Ice Metallic,2021,Chevrolet,Traverse,"$37,840",New,Orlando,new,Starling Chevrolet of Orlando,FL,LT Cloth,suv
JTEBU5JR4K5691073,White,2019,Toyota,4Runner,"$49,999","21,716 Miles",Missoula,used,Northwest Motorsport - Missoula,MT,SR5 Premium,suv
1G1125S37JU104541,Blue Velvet Metallic,2018,Chevrolet,Impala,"$22,998","42,357 Miles",Miami,used,Florida Fine Cars Miami,FL,Premier,sedan
4T1BF1FK9HU273430,Celestial Silver Metallic,2017,Toyota,Camry,"$15,798","61,189 Miles",Miami,used,Florida Fine Cars Miami,FL,LE,sedan
4T1B21HK3JU505907,GREY,2018,Toyota,Camry Hybrid,"$23,699","84,296 Miles",Santa Ana,used,California Motors Direct1,CA,SE,sedan
WDDZF4JBXHA017607,Piedmont Green Metallic,2017,Mercedes-Benz,E-Class,"$31,997","46,422 Miles",Miami,used,Florida Fine Cars Miami,FL,E 300,sedan
JTMEWRFV0KD508816,Blizzard Pearl w/Black Roof,2019,Toyota,RAV4 Hybrid,"$38,499","22,106 Miles",Santa Ana,used,California Motors Direct1,CA,XSE,suv
5TDZZRFH6KS299525,Black,2019,Toyota,Highlander,"$27,927","68,890 Miles",Nottingham,used,Hertz Car Sales Baltimore,MD,LE,suv
1N6BA1F40GN511806,Brown,2016,Nissan,Titan XD,"$43,998","49,046 Miles",Littleton,used,CarMax South Broadway - Now offering Curbside Pickup and Home Delivery,CO,Platinum Reserve,truck
1FTEW1CG9JFB65045,Magnetic Metallic,2018,Ford,F-150,"$44,999","55,082 Miles",Miami,used,Florida Fine Cars Miami,FL,Platinum,truck
WMWXU1C53J2F80706,Electric Blue Metallic,2018,MINI,Hardtop 4 Door,"$18,499","40,186 Miles",West Palm Beach ,used,Florida Fine Cars West Palm Beach,FL,Cooper,hatchback
2C3CDZBT8KH616545,Pitch Black Clearcoat,2019,Dodge,Challenger,"$32,899","42,369 Miles",Livermore,used,Livermore Toyota,CA,R/T,coupe
2T1BURHEXHC931995,Barcelona Red Metallic,2017,Toyota,Corolla,"$16,699","37,462 Miles",Montebello,used,LA Auto Exchange,CA,LE,sedan
3GCPYFEL3LG441604,Red,2020,Chevrolet,Silverado 1500,"$59,999","13,776 Miles",Missoula,used,Northwest Motorsport - Missoula,MT,LT Trail Boss,truck
1C4HJXEG7JW125834,Black Clear Coat,2018,Jeep,Wrangler Unlimited,"$38,999","29,819 Miles",Stafford,used,Texas Direct Auto,TX,Sahara,suv
5TFHW5F14JX736334,White,2018,Toyota,Tundra,"$53,999","15,855 Miles",Pasco,used,Northwest Motorsport - Pasco,WA,Limited,truck
3N1CN7AP1KL872196,Brilliant Silver Metallic,2019,Nissan,Versa,"$13,798","62,370 Miles",San Diego,used,Hertz Car Sales San Diego,CA,SV,sedan
W04GP6SX3J1099135,Smoked Pearl Metallic,2018,Buick,Regal Sportback,"$23,878","27,244 Miles",Pembroke Pines,certified pre-owned,Vera Motors,FL,Essence,sedan
4T1B11HK5KU168080,Blue Streak,2019,Toyota,Camry,"$20,695","64,175 Miles",Bedford,used,Hertz Car Sales Bedford,TX,LE,sedan
2T3C1RFV8MW171128,Blizzard Pearl,2021,Toyota,RAV4,"$33,452",New,Phoenix,new,Camelback Toyota,AZ,XLE Premium,suv
SAJAE4BG9HA969553,Silver,2017,Jaguar,XE,"$23,500","27,646 Miles",Auburn,used,Shift Seattle - Test Drives Delivered to You,WA,25t Prestige,sedan
1FTEX1CP1JFA58343,Oxford White,2018,Ford,F-150,"$28,499","52,745 Miles",Miami,used,Florida Fine Cars Miami,FL,XL,truck
WBY1Z8C37HV894350,Capparis White w/BMW i Frozen Blue Accent,2017,BMW,i3,"$20,898","37,136 Miles",West Palm Beach ,used,Florida Fine Cars West Palm Beach,FL,94 Ah,hatchback
5TFJX4GN1FX046199,Magnetic Gray Metallic,2015,Toyota,Tacoma,"$31,152","28,311 Miles",Scottsdale,used,Pinnacle Nissan,AZ,PreRunner,truck
WBA4J1C50JBA30259,Glacier Silver Metallic,2018,BMW,4 Series,"$28,799","50,018 Miles",Margate,used,Florida Fine Cars - Margate,FL,430i Gran Coupe,sedan
3GCPYFED0LG269492,Shadow Gray Metallic,2020,Chevrolet,Silverado 1500,"$53,099","4,576 Miles",Santa Ana,used,California Motors Direct1,CA,LT Trail Boss,truck
1C6RR7NM3HS875694,Silver,2017,Ram,Pickup 1500,"$40,998","57,013 Miles",Modesto,used,CarMax Modesto - Now Open,CA,Laramie,truck
KNAFK5A88H5700916,Black,2017,Kia,Forte5,"$14,999","20,951 Miles",Stafford,used,Texas Direct Auto,TX,LX,hatchback
1G6AX5SX1F0131361,Red Obsession Tintcoat,2015,Cadillac,CTS,"$25,999","28,998 Miles",Stafford,used,Texas Direct Auto,TX,2.0T Luxury Collection,sedan
1G1ZD5STXKF133731,Mosaic Black Metallic,2019,Chevrolet,Malibu,"$17,889","74,555 Miles",Sacramento,used,Hertz Car Sales Sacramento,CA,LT,sedan
WBAKN9C51FD960903,Silver,2015,BMW,5 Series,"$22,350","76,406 Miles",Commerce,used,Shift LA - Test Drives Delivered to You,CA,550i,sedan
KNDJ23AU0L7004711,Cherry Black,2020,Kia,Soul,"$17,299","40,614 Miles",West Palm Beach ,used,Florida Fine Cars West Palm Beach,FL,LX,crossover
WBA5A5C55GG348852,Carbon Black Metallic,2016,BMW,5 Series,"$21,399","72,164 Miles",Miami,used,Florida Fine Cars Miami,FL,528i,sedan
JN1BJ1CR0JW200934,Palatial Ruby,2018,Nissan,Rogue Sport,"$20,697","18,449 Miles",Saint Peters,used,St. Charles Automotive,MO,S,crossover
1G1ZE5ST3HF130093,Red,2017,Chevrolet,Malibu,"$15,950","71,636 Miles",Salem,used,Shift Northern Oregon - Test Drives Delivered to You,OR,LT,sedan
5FNYF6H75HB081984,White Diamond Pearl,2017,Honda,Pilot,"$30,800","42,625 Miles",Chesapeake,used,Hall Hyundai Chesapeake,VA,EX-L w/Navi,suv
1FTEW1C50MFC40184,Gray Metallic,2021,Ford,F-150,"$50,265",New,Scottsboro,new,Harbin Automotive,AL,XLT,truck
1C4RJFCT8JC369315,Bright White Clear Coat,2018,Jeep,Grand Cherokee,"$41,499","27,740 Miles",Stafford,used,Texas Direct Auto,TX,High Altitude,suv
JTNK4RBE2K3046372,Classic Silver Metallic,2019,Toyota,Corolla Hatchback,"$18,998","51,117 Miles",Miami,used,Florida Fine Cars Miami,FL,XSE,hatchback
3VW4T7AJ1JM234006,Pure White,2018,Volkswagen,Jetta,"$20,998","45,390 Miles",Miami,used,Florida Fine Cars Miami,FL,2.0T GLI,sedan
WAUPNAF50JA001652,BLACK,2018,Audi,A5,"$31,699","27,208 Miles",Miami,used,Florida Fine Cars Miami,FL,2.0T quattro Premium Plus,coupe
1GCPYCEL2MZ298046,Oxford Brown Metallic,2021,Chevrolet,Silverado 1500,"$46,999","5,552 Miles",Stafford,used,Texas Direct Auto,TX,Custom Trail Boss,truck
5NPE34AB6KH752215,Gray,2019,Hyundai,Sonata,"$28,998","13,739 Miles",Gilbert,used,CarMax Phoenix-Gilbert - Now offering Curbside Pickup,AZ,Limited 2.0T,sedan
1FA6P8CF2H5277550,Ingot Silver Metallic,2017,Ford,Mustang,"$30,299","57,863 Miles",Montebello,used,LA Auto Exchange,CA,GT,coupe
3VW2B7AJ8JM218363,WHITE,2018,Volkswagen,Jetta,"$15,499","21,153 Miles",Santa Ana,used,California Motors Direct1,CA,1.4T S,sedan
2HGFC1E5XHH704887,Modern Steel Metallic,2017,Honda,Civic,"$19,997","36,270 Miles",West Palm Beach ,used,Florida Fine Cars West Palm Beach,FL,Si,sedan
KNDPM3AC5L7719950,Clear White,2020,Kia,Sportage,"$23,688","15,799 Miles",Manvel,used,Southfork Chrysler Dodge Jeep Ram,TX,LX,suv
1FTEW1EG2JKF38687,Silver,2018,Ford,F-150,"$52,999","5,820 Miles",Boise,used,Northwest Motorsports - Boise,ID,Lariat,truck
3GCPYCEF9MG347088,NORTHSKY BLUE METALLIC,2021,Chevrolet,Silverado 1500,"$52,991","3,569 Miles",Houston,used,Mac Haik Chevrolet,TX,Custom Trail Boss,truck
3FADP4BJ3KM107219,Magnetic,2019,Ford,Fiesta,"$12,990","57,805 Miles",Des Plaines,used,Hertz Car Sales Des Plaines,IL,SE,sedan
2C4RC1BG8LR133436,Brilliant Black Crystal Pearlcoat,2020,Chrysler,Pacifica,"$31,597","43,057 Miles",San Diego,used,Avis Car Sales San Diego,CA,Touring L,minivan
1GKS2CKJXJR143324,Silver,2018,GMC,Yukon,"$64,999","47,430 Miles",Missoula,used,Northwest Motorsport - Missoula,MT,Denali,suv
WBAJA9C53JB251174,Alpine White,2018,BMW,5 Series,"$34,495","26,151 Miles",San Francisco,used,BMW of San Francisco,CA,530e iPerformance,sedan
1G1BE5SM0K7147512,Summit White,2019,Chevrolet,Cruze,"$16,925","64,101 Miles",San Antonio,used,Hertz Car Sales San Antonio North East,TX,LT,sedan
1FT8W3DTXHEB53281,Gray,2017,Ford,F-350 Super Duty,"$68,999","35,110 Miles",Marysville,used,Northwest Motorsport - Marysville,WA,XL,truck
WA1C4AFY4J2214414,Navarra Blue Metallic,2018,Audi,SQ5,"$42,497","43,192 Miles",Miami,used,Florida Fine Cars Miami,FL,3.0T quattro Prestige,suv
1C4RJFBG0GC491857,Bright White Clearcoat,2016,Jeep,Grand Cherokee,"$21,995","77,555 Miles",Freeport,used,East Hills Chevrolet of Freeport,NY,Limited,suv
3N1CN8DV1LL873012,Gun Metallic,2020,Nissan,Versa,"$16,699","36,256 Miles",Santa Ana,used,California Motors Direct1,CA,S,sedan
55SWF4JBXJU276154,Polar White,2018,Mercedes-Benz,C-Class,"$27,899","36,200 Miles",West Palm Beach ,used,Florida Fine Cars West Palm Beach,FL,C 300,sedan
1G1ZD5ST3KF165078,"Silver,blade",2019,Chevrolet,Malibu,"$17,931","63,318 Miles",Pasadena,used,Hertz Car Sales Pasadena,CA,LT,sedan
3TMAZ5CN7GM018212,Super White,2016,Toyota,Tacoma,"$34,599","62,693 Miles",Norco,used,Corona Motors Direct,CA,SR5 V6,truck
1FADP3L98GL209123,Shadow Black,2016,Ford,Focus,"$18,999","48,693 Miles",Montebello,used,LA Auto Exchange,CA,ST,hatchback
WVWBP7AN3FE820866,White,2015,Volkswagen,CC,"$16,999","53,815 Miles",Lynnwood,used,Northwest Motorsport - Snohomish,WA,Sport PZEV,sedan
WBA3R1C58EF729431,Black Sapphire Metallic,2014,BMW,4 Series,"$22,499","60,923 Miles",Fullerton,used,OC Auto Exchange,CA,435i,coupe
1GYKNBR4XMZ231267,Black,2021,Cadillac,XT5,"$42,370",New,Novi,new,Cadillac of Novi,MI,Luxury,suv
1G1BE5SM5K7145318,Silver Ice Metallic,2019,Chevrolet,Cruze,"$16,391","49,600 Miles",Warminster,used,Hertz Car Sales Warminster,PA,LT,sedan
1C4HJXEG2KW527732,Black,2019,Jeep,Wrangler Unlimited,"$40,989","51,887 Miles",Norwalk,used,Hertz Car Sales Norwalk,CA,Moab,suv
1C4RDJDG2KC821451,Diamond Black Clear Coat,2019,Dodge,Durango,"$36,999","38,926 Miles",Stafford,used,Texas Direct Auto,TX,GT,suv
1FA6P8K07K5506180,Dark Highland Green,2019,Ford,Mustang,"$47,499","3,774 Miles",Stafford,used,Texas Direct Auto,TX,BULLITT,coupe
3C4PDDBG1HT702864,Granite Pearlcoat,2017,Dodge,Journey,"$16,999","60,191 Miles",Montclair,used,IE Motors Direct,CA,SXT,suv
1FM5K7DH2HGB53308,Oxford White,2017,Ford,Explorer,"$24,990","64,275 Miles",Peoria,used,Peoria Nissan,AZ,XLT,suv
ZACNJDBB1MPN09598,Alpine White Clearcoat,2021,Jeep,Renegade,"$26,705",New,Harrisburg,new,Heritage Chrysler Dodge Jeep Ram Toyota of Harrisburg,PA,Latitude,suv
3GCPCSEA3BG151402,Blue Granite Metallic,2011,Chevrolet,Silverado 1500,"$19,995","100,736 Miles",Mckinney,used,El Dorado Chevrolet,TX,LT,truck
3C7WR4AJXMG645001,Bright White Clearcoat,2021,Ram,Pickup 2500,"$47,820",New,Van Nuys,new,Russell Westbrook Chrysler Dodge Jeep Ram of Van Nuys,CA,Tradesman,truck
5NPD84LF7JH237798,Quartz White Pearl,2018,Hyundai,Elantra,"$16,299","24,495 Miles",Montebello,used,LA Auto Exchange,CA,SEL,sedan
1GC4K1EY8HF155775,Butte Red Metallic,2017,Chevrolet,Silverado 3500HD,"$56,888","58,917 Miles",Placentia,used,SC MOTORS,CA,High Country,truck
1C6RREBTXKN665888,Bright White Clearcoat,2019,Ram,Pickup 1500,"$31,995","50,970 Miles",Miami,used,Florida Fine Cars Miami,FL,Big Horn,truck
5N1DR3CD2NC210141,DAN Obsidian G,2022,Nissan,Pathfinder,"$51,375",New,Scottsdale,new,Pinnacle Nissan,AZ,SL,suv
WBA7E4C5XKGV28215,Black Sapphire Metallic,2019,BMW,7 Series,"$49,499","41,953 Miles",Miami,used,Florida Fine Cars Miami,FL,740i xDrive,sedan
1FTEW1E52JFA95898,White,2018,Ford,F-150,"$31,998","58,506 Miles",Federal Heights,used,CarMax West 104th Ave - Now offering Curbside Pickup and Home Delivery,CO,XL,truck
1FA6P8TH6J5147004,Magnetic Metallic,2018,Ford,Mustang,"$29,499","32,952 Miles",West Palm Beach ,used,Florida Fine Cars West Palm Beach,FL,EcoBoost Premium,coupe
WMWXU3C51G2D28070,Moonwalk Grey Metallic,2016,MINI,Hardtop 4 Door,"$15,899","63,494 Miles",Santa Ana,used,California Motors Direct1,CA,Cooper S,hatchback
WBAVM1C59EVW56406,Mineral Gray Metallic,2014,BMW,X1,"$15,799","47,448 Miles",Margate,used,Florida Fine Cars - Margate,FL,sDrive28i,suv
JM1GL1WY3J1307263,Snowflake White Pearl Mica,2018,Mazda,Mazda6,"$22,499","25,461 Miles",Montebello,used,LA Auto Exchange,CA,Grand Touring Reserve,sedan
1FADP3F22EL341371,Gray,2014,Ford,Focus,"$8,650","99,776 Miles",Commerce,used,Shift LA - Test Drives Delivered to You,CA,SE,sedan
1FTEW1EG3JFC14186,Blue Jeans Metallic,2018,Ford,F-150,"$50,499","37,394 Miles",Miami,used,Florida Fine Cars Miami,FL,Limited,truck
JTEBU5JR6L5774506,Midnight Black Metallic,2020,Toyota,4Runner,"$50,499","17,600 Miles",Stafford,used,Texas Direct Auto,TX,TRD Pro,suv
1G1ZD5ST9KF168762,"Gray,shadow",2019,Chevrolet,Malibu,"$17,895","63,662 Miles",Houston,used,Hertz Car Sales Houston,TX,LT,sedan
1N6AD0EVXEN748985,Blue,2014,Nissan,Frontier,"$31,427","38,453 Miles",Puyallup,used,Northwest Motorsport - Puyallup,WA,PRO-4X,truck
1LN6L9PK1L5602650,Silver Radiance,2020,Lincoln,Continental,"$32,497","39,110 Miles",High Point,used,Avis Car Sales High Point,NC,Standard,sedan
JF2GTAMC3KH206743,Blue,2019,Subaru,Crosstrek,"$26,998","40,249 Miles",Ellicott City,used,CarMax Ellicott City - Now offering Curbside Pickup,MD,2.0i Limited,crossover
2T3H1RFV7MW171157,Silver Sky,2021,Toyota,RAV4,"$27,918",New,Phoenix,new,Camelback Toyota,AZ,LE,suv
ZASPAJAN8K7C57162,Alfa White,2019,Alfa Romeo,Stelvio,"$31,498","16,980 Miles",Margate,used,Florida Fine Cars - Margate,FL,Base,crossover
3C4NJCAB8JT117950,Silver,2018,Jeep,Compass,"$21,420","41,868 Miles",Missoula,used,Northwest Motorsport - Missoula,MT,Sport,suv
5YJYGDEE2LF023618,Pearl White Multi-Coat,2020,Tesla,Model Y,"$57,999","20,785 Miles",Stafford,used,Texas Direct Auto,TX,Long Range,crossover
1HGCR2F58HA295440,Obsidian Blue Pearl,2017,Honda,Accord,"$17,999","66,803 Miles",Colton,used,IE Auto Exchange,CA,Sport,sedan
1G1ZD5STXKF124950,"Silver,blade",2019,Chevrolet,Malibu,"$17,598","66,427 Miles",Houston,used,Hertz Car Sales Houston South,TX,LT,sedan
SALCR2RX8JH733293,Corris Grey Metallic,2018,Land Rover,Discovery Sport,"$34,999","30,238 Miles",Miami,used,Florida Fine Cars Miami,FL,HSE,suv
5N1AT2MV5JC849078,Glacier White,2018,Nissan,Rogue,"$18,995","34,774 Miles",Totowa,used,Route 46 Nissan,NJ,SV,crossover
1C6RREBT8LN176830,Maximum Steel Metallic Clearcoat,2020,Ram,Pickup 1500,"$36,997","10,892 Miles",Margate,used,Florida Fine Cars - Margate,FL,Big Horn,truck
1C4PJMDX2KD444809,Diamond Black Crystal Pearlcoat,2019,Jeep,Cherokee,"$25,168","59,644 Miles",Salt Lake City,used,Hertz Car Sales Salt Lake City,UT,Limited,suv
3GCUKTE23DG339456,Black,2013,Chevrolet,Silverado 1500,"$34,999","79,285 Miles",Spokane Valley,used,Northwest Motorsport - Spokane,WA,LTZ,truck
2C3CCABG5EH376320,Gray,2014,Chrysler,300,"$23,998","39,991 Miles",Tyler,used,CarMax Tyler - Now offering Curbside Pickup,TX,S,sedan
1GYS3KKJ8KR214163,Crystal White Tricoat,2019,Cadillac,Escalade ESV,"$72,999","35,997 Miles",Stafford,used,Texas Direct Auto,TX,Platinum,suv
3KPF24AD3KE086394,Gravity Gray,2019,Kia,Forte,"$16,597","56,702 Miles",Winston Salem,used,Hertz Car Sales Winston-Salem,NC,FE,sedan
4T1BD1EB8FU037209,Black,2015,Toyota,Avalon Hybrid,"$20,950","86,821 Miles",Commerce,used,Shift LA - Test Drives Delivered to You,CA,Limited,sedan
1FM5K8D83JGA50703,Oxford White,2018,Ford,Explorer,"$33,997","33,406 Miles",Collinsville,used,Jack Schmitt Ford,IL,XLT,suv
5YFP4MCE1NP102115,Gray,2022,Toyota,Corolla,"$26,392",New,Mission Hills,new,Hamer Toyota,CA,SE,sedan
5XYPG4A58LG630973,"Silver,sparkling",2020,Kia,Sorento,"$24,120","60,465 Miles",Morrow,used,Hertz Car Sales Morrow,GA,LX V6,suv
3G1BE6SM5HS606307,Red,2017,Chevrolet,Cruze,"$16,998","42,232 Miles",Norco,used,CarMax Norco - Now offering Curbside Pickup & Home Delivery,CA,LT Auto,hatchback
3VV5B7AX2JM191067,Pure White,2018,Volkswagen,Tiguan,"$27,247","41,681 Miles",Doral,used,Ambar Motors Inc,FL,2.0T SEL Premium,suv
1FTEW1EP6KKD03999,Agate Black Metallic,2019,Ford,F-150,"$37,999","37,881 Miles",West Palm Beach ,used,Florida Fine Cars West Palm Beach,FL,XL,truck
58ADZ1B13MU109087,Red,2021,Lexus,ES 350,"$47,525",New,Oxnard,new,Lexus Of Oxnard,CA,Base,sedan
2T3RFREV5FW330915,Black,2015,Toyota,RAV4,"$17,998","116,183 Miles",Columbus,used,CarMax Columbus Sawmill - Now offering Curbside Pickup and Home Delivery,OH,XLE,suv
2HGFC3B33JH355172,Black,2018,Honda,Civic,"$22,998","35,680 Miles",Myrtle Beach,used,CarMax Myrtle Beach - Now offering Curbside Pickup,SC,EX-T,coupe
2GNAXUEV1K6225654,Mosaic Black Metallic,2019,Chevrolet,Equinox,"$20,991","58,522 Miles",Springfield,used,Hertz Car Sales Springfield,VA,LT,suv
1GCHSBEA4J1321948,Summit White,2018,Chevrolet,Colorado,"$21,498","48,124 Miles",West Palm Beach ,used,Florida Fine Cars West Palm Beach,FL,Work Truck,truck
3C4NJDBB0MT598270,Redline Pearlcoat,2021,Jeep,Compass,"$30,020",New,Oak Lawn,new,Mancari's Chrysler Jeep Dodge,IL,Latitude,suv
WDDHF5KB3FB109763,IRIDIUM SILVER METALLIC,2015,Mercedes-Benz,E-Class,"$22,998","60,003 Miles",Margate,used,Florida Fine Cars - Margate,FL,E 350,sedan
JTJBM7FX0H5173572,White,2017,Lexus,GX 460,"$43,999","39,122 Miles",Boise,used,Northwest Motorsports - Boise,ID,Base,suv
1G1YY34U555131972,Victory Red,2005,Chevrolet,Corvette,"$32,776","5,456 Miles",Waterloo,used,Rydell Chevrolet Waterloo,IA,Base,convertible
2C3CDXGJXLH217682,Torred Clearcoat,2020,Dodge,Charger,"$55,998","15,014 Miles",Miami,used,Florida Fine Cars Miami,FL,Scat Pack Widebody,sedan
2C4RC1BG5KR625484,Granite Crystal Metallic Clearcoat,2019,Chrysler,Pacifica,"$25,467","59,338 Miles",Stone Mountain,used,Hertz Car Sales Stone Mountain,GA,Touring L,minivan
5N1AZ2MH5JN104098,White,2018,Nissan,Murano,"$32,999","22,446 Miles",Puyallup,used,Northwest Motorsport - Puyallup,WA,SL,suv
5TFTX4GN1FX038953,Blue,2015,Toyota,Tacoma,"$28,998","10,343 Miles",Merriam,used,CarMax Kansas City - Now offering Curbside Pickup,KS,PreRunner,truck
1FTFW1EF3CFB24759,Green,2012,Ford,F-150,"$26,250","55,824 Miles",Sacramento,used,Shift Sacramento - Test Drives Delivered to You,CA,XLT,truck
7FARW2H50KE038936,White,2019,Honda,CR-V,"$28,499","15,159 Miles",Stafford,used,Texas Direct Auto,TX,EX,suv
5UXCR6C59KLL08782,Black Sapphire Metallic,2019,BMW,X5,"$52,999","44,260 Miles",West Palm Beach ,used,Florida Fine Cars West Palm Beach,FL,xDrive40i,suv
JHMFC1F37JX019936,White Orchid Pearl,2018,Honda,Civic,"$20,899","48,514 Miles",Fontana,used,Fontana Motors Direct,CA,EX-T,sedan
3TMJU4GN5DM145149,Silver,2013,Toyota,Tacoma,"$22,950","98,604 Miles",Oceanside,used,Shift San Diego - Test Drives Delivered to You,CA,PreRunner V6,truck
1HGCV1F60JA084303,White,2018,Honda,Accord,"$24,998","76,864 Miles",Harrisonburg,used,CarMax Harrisonburg - Now offering Curbside Pickup,VA,EX-L w/Navi,sedan
1FTEW1EG7GFB01740,White,2016,Ford,F-150,"$33,221","151,022 Miles",St George,used,Ken Garff St. George Ford Lincoln,UT,XL,truck
SHHFK7H45KU419887,Crystal Black Pearl,2019,Honda,Civic,"$22,499","27,702 Miles",Azusa,used,California Motor Trend 2,CA,Sport,hatchback
1N4BL4DV5KC118680,Super Black,2019,Nissan,Altima,"$20,888","40,663 Miles",Phoenix,used,Camelback Toyota,AZ,2.5 SV,sedan
JM3KE2DY4G0861754,Gray,2016,Mazda,CX-5,"$19,900","38,513 Miles",Baytown,used,Baytown GMC Buick,TX,Grand Touring,suv
