price,make,model,year,mileage,display_color,vin,dealer_name,state,trim,body_style,condition,city
28567,Chevrolet,Express Cargo,2018,32200 ,Summit White,1GCWGAFG8J1905033,Merchants Auto- Commercial,NH,2500,passenger_cargo_van,used,Hooksett
28998,Audi,A3,2018,8585 ,Black,WAUAUGFF6J1062637,CarMax Royal Palm Beach – Now offering Curbside Pickup & Home Delivery,FL,2.0T Premium,sedan,used,Royal Palm Beach
15962,Ford,Focus,2018,33787 ,White,1FADP3FE9JL271002,Heller Motors Inc.,IL,SE,sedan,used,Pontiac
42998,Toyota,4Runner,2018,31506 ,Red,JTEBU5JR7J5491772,CarMax Loveland - Now offering Curbside Pickup and Home Delivery,CO,Limited,suv,used,Loveland
43969,Chevrolet,Silverado 1500,2018,57868 ,Silver,3GCUKSEJ5JG242322,Dewey Dodge Chrysler Jeep Ram,IA,LTZ,truck,used,Ankeny
38999,Chevrolet,Camaro,2018,23105 ,Garnet Red Tintcoat,1G1FE1R76J0107999,Texas Direct Auto,TX,SS,coupe,used,Stafford
31891,Toyota,Tundra,2018,72602 ,Black,5TFRM5F14JX129442,Toyota of Katy,TX,SR5,truck,used,Katy
89999,GMC,Sierra 3500HD,2018,36514 ,White,1GT42YEYXJF263944,Northwest Motorsport - Puyallup,WA,Denali,truck,used,Puyallup
57400,BMW,X5,2018,20331 ,White,5UXKR6C55JL069208,Deluxe Auto Sales of Linden,NJ,xDrive50i,suv,used,Linden
20900,Hyundai,Santa Fe Sport,2018,51356 ,Mineral Gray,5NMZU3LB6JH089956,Elk Grove Buick GMC,CA,2.4L,suv,used,Elk Grove
27998,Honda,Civic,2018,29791 ,Silver,SHHFK7H93JU209170,CarMax Charleston - Now offering Curbside Pickup,SC,Sport Touring,hatchback,used,Charleston
18395,Mazda,Mazda6,2018,49692 ,Blue,JM1GL1UM7J1304933,Borgman Ford Mazda,MI,Sport,sedan,used,Grandville
49999,Toyota,Tundra,2018,14382 ,Midnight Black Metallic,5TFAY5F13JX773600,Texas Direct Auto,TX,Platinum,truck,used,Stafford
22789,Buick,Encore,2018,26145 ,Silver,KL4CJFSB3JB633734,EchoPark Automotive Denver (Thornton),CO,Preferred II,suv,used,Denver
26998,Toyota,Camry,2018,41519 ,Gray,4T1B61HK0JU050678,CarMax Maplewood - Now offering Curbside Pickup,MN,XSE,sedan,used,Maplewood
20999,Kia,Optima,2018,38519 ,Snow White Pearl,5XXGT4L37JG256851,Montclair Auto Exchange,CA,S,sedan,used,Montclair
27998,Nissan,Rogue,2018,6348 ,Silver,JN8AT2MT2JW461411,CarMax Sample Rd (Pompano Beach) - Now offering Curbside Pickup and Home Delivery,FL,SL,crossover,used,Pompano Beach
34630,Jeep,Grand Cherokee,2018,18412 ,Bright White,1C4RJEAG1JC301020,Moss Bros Chrysler Jeep Dodge Riverside,CA,Laredo E,suv,used,Riverside
29466,Acura,RDX,2018,25398 ,Lunar Silver M,5J8TB3H55JL011862,Team Honda,LA,w/Tech,suv,used,Baton Rouge
60999,Dodge,Challenger,2018,29887 ,Pitch Black Clearcoat,2C3CDZC95JH231686,IE Motors Direct,CA,SRT Hellcat,coupe,used,Montclair
27998,Ford,Edge,2018,48885 ,White,2FMPK4K95JBB32811,CarMax Cincinnati - Now offering Curbside Pickup,OH,Titanium,suv,used,Cincinnati
17999,Nissan,Rogue,2018,34709 ,Gun Metallic,5N1AT2MT3JC753223,Off Lease Only Bradenton,FL,S,crossover,used,Bradenton
29995,Toyota,RAV4,2018,44100 ,Blue,JTMNFREV8JJ751016,Mesquite Ford Lincoln RV,NV,SE,suv,used,Mesquite
67999,Ford,F150,2018,74302 ,Gray,1FTFW1RG1JFA07049,Northwest Motorsport - Puyallup,WA,Raptor,truck,used,Puyallup
24998,Nissan,Rogue,2018,26334 ,Black,KNMAT2MV8JP609813,CarMax White Marsh - Now offering Curbside Pickup,MD,SV,crossover,used,White Marsh
28300,Chevrolet,Camaro,2018,18724 ,Black,1G1FB1RX5J0142283,Shift Seattle - Test Drives Delivered to You,WA,LT,coupe,used,Auburn
27993,Nissan,Maxima,2018,57577 ,Super Black,1N4AA6AP5JC396481,Peoria Nissan,AZ,Platinum,sedan,certified pre-owned,Peoria
20788,Mazda,CX5,2018,50697 ,Eternal Blue Mica,JM3KFABM7J0315271,SC MOTORS,CA,Sport,suv,used,Placentia
34422,Jeep,Grand Cherokee,2018,51238 ,Bright White Clearcoat,1C4RJFAG6JC377497,Victory Chrysler Dodge Jeep Ram,KS,Altitude,suv,used,Kansas City
24999,Infiniti,Q50,2018,45663 ,Brown,JN1EV7AP7JM364036,Off Lease Only Miami,FL,3.0T Luxe,sedan,used,Opa Locka
32888,Ford,F150,2018,54014 ,Blue Jeans Metallic,1FTEW1EP8JKF39455,Jeff Drennen's GM Superstore,OH,XL,truck,used,Zanesville
35900,BMW,X3,2018,18236 ,Glacier Silver Metallic,5UXTR9C51JLD63066,Elite Auto Brokers,MD,xDrive30i,suv,used,Gaithersburg
32638,Chevrolet,Silverado 1500,2018,51624 ,Black,1GCVKPEH2JZ316312,St. Charles Chrysler Dodge Jeep Ram,IL,Custom,truck,used,St Charles
37299,BMW,X5,2018,49485 ,Dark Graphite Metallic,5UXKR0C50J0X92012,Florida Fine Cars Miami,FL,xDrive35i,suv,used,Miami
25488,Honda,Accord,2018,58797 ,White,1HGCV1F61JA227601,Lexus Of Oxnard,CA,EX-L w/Navi,sedan,used,Oxnard
37891,Toyota,Tundra,2018,75043 ,White,5TFEY5F18JX240076,Toyota of Cedar Park,TX,SR5,truck,used,Leander
33998,Toyota,Tacoma,2018,25317 ,Silver,5TFAZ5CN3JX063777,CarMax Tucson - Now offering Curbside Pickup,AZ,SR5 V6,truck,used,Tucson
19687,Toyota,Corolla,2018,43000 ,Barcelona Red Metallic,2T1BURHE2JC062685,Camelback Toyota,AZ,LE,sedan,used,Phoenix
36671,Jeep,Wrangler Unlimited,2018,36819 ,Black Clearcoat,1C4HJXDG9JW151353,Lahtis Jeep,MA,Sport,suv,used,Leominster
30999,Chevrolet,Traverse,2018,43544 ,Mosaic Black Metallic,1GNERGKW1JJ280357,Friendly Chevrolet Incorporated,MN,LT Cloth,suv,used,Fridley
33950,Volkswagen,Atlas,2018,29424 ,White,1V2LR2CA9JC578583,Shift SF - Test Drives Delivered to You,CA,V6 SE 4Motion,suv,used,South San Francisco
17998,Honda,Fit,2018,48600 ,Gray,3HGGK5H8XJM730997,CarMax Hillside (Eisenhower Expy) - Now offering Curbside Pickup,IL,EX,hatchback,used,Hillside
29879,Kia,Stinger,2018,35677 ,Aurora Black,KNAE25LA1J6027981,Kia of Riverdale,NJ,Premium,sedan,used,Riverdale
26998,Jaguar,XF,2018,50690 ,Black,SAJBR4FX6JCY61663,CarMax Huntsville - Now offering Curbside Pickup,AL,25t,sedan,used,Huntsville
15989,Toyota,Corolla,2018,61444 ,Barcelona Red Metallic,2T1BURHE0JC122009,Hertz Car Sales Torrance,CA,LE,sedan,used,Torrance
41414,Mercedes-Benz,EClass,2018,19140 ,Black,WDDZF4KB5JA480744,Mercedes-Benz of Nanuet,NY,E 300 4MATIC,sedan,used,Nanuet
27888,Genesis,G80,2018,41880 ,White,KMHGN4JE5JU243911,STG Auto Group,CA,3.8L,sedan,used,Montclair
19998,Hyundai,Sonata,2018,29413 ,Silver,5NPE24AF4JH662355,CarMax Indianapolis - Now offering Curbside Pickup,IN,SE,sedan,used,Indianapolis
59850,Chevrolet,Tahoe,2018,32963 ,Tungsten Metallic,1GNSKCKCXJR133431,Rod Hatfield Chevrolet,KY,Premier,suv,used,Lexington
33498,Genesis,G80,2018,57061 ,Siberian Ice,KMHGN4JB8JU250311,Florida Fine Cars - Margate,FL,3.3T Sport,sedan,used,Margate
32674,Ford,F150,2018,62554 ,Gray,1FTEW1E51JKD86061,Quebedeaux Buick GMC,AZ,XLT,truck,used,Tucson
25998,Subaru,Outback,2018,29251 ,White,4S4BSAFC7J3238658,CarMax Cy-Fair - Now offering Curbside Pickup and Home Delivery,TX,2.5i Premium,crossover,used,Houston
30889,Alfa Romeo,Giulia,2018,22487 ,Gray,ZARFAECN3J7563912,EchoPark Automotive Houston (North Freeway),TX,Ti Sport,sedan,used,Houston
21500,Volkswagen,Passat,2018,38666 ,Pure White,1VWBA7A32JC044456,Galpin Ford,CA,2.0T SE,sedan,used,North Hills
37714,Ram,1500,2018,81703 ,Bright White Clearcoat,1C6RR7NM5JS281016,Piles Chevrolet Buick Incorporated,KY,Laramie,truck,used,Dry Ridge
23590,Ford,Explorer,2018,48326 ,Shadow Black,1FM5K8BH4JGB46147,CarLotz - Downers Grove,IL,Base,suv,used,Downers Grove
23950,Toyota,RAV4,2018,44444 ,White,JTMRFREV6JJ724494,Shift LA - Test Drives Delivered to You,CA,XLE,suv,used,Commerce
33950,Honda,Odyssey,2018,36736 ,White,5FNRL6H75JB086069,Shift Seattle - Test Drives Delivered to You,WA,EX-L,minivan,used,Auburn
15397,Toyota,Corolla,2018,62504 ,"Red,barcelona",2T1BURHE4JC122837,Hertz Car Sales Ft Lauderdale,FL,LE,sedan,used,Plantation
25998,Dodge,Charger,2018,44378 ,Gray,2C3CDXBG0JH206859,CarMax Palm Desert - Now offering Curbside Pickup,CA,SXT,sedan,used,Palm Desert
13799,Chevrolet,Sonic,2018,58699 ,Arctic Blue Metallic,1G1JF5SB0J4138378,Hertz Car Sales Indianapolis,IN,Premier Auto,sedan,used,Indianapolis
30995,Audi,A4,2018,23677 ,Matador Red Metallic,WAUENAF48JN010400,Automotive Avenues,NJ,2.0T quattro Premium Plus,sedan,used,Wall Township
21999,Jeep,Compass,2018,29825 ,Blue,3C4NJDBB5JT481831,Off Lease Only Orlando,FL,Altitude,suv,used,Orlando
33727,Chevrolet,Silverado 2500HD,2018,108478 ,Black,1GC1KUEG8JF191466,Jeff Wyler Chevrolet of Columbus,OH,Work Truck,truck,used,Canal Winchester
42998,Lexus,GX 460,2018,31758 ,Blue,JTJBM7FX9J5206834,CarMax North Shore - Now offering Curbside Pickup,LA,Base,suv,used,Covington
25499,Audi,Q3,2018,29912 ,Mythos Black Metallic,WA1ECCFS7JR025346,Axis Motorcars,NJ,2.0T quattro Premium,suv,used,Jersey City
50998,Porsche,718 Boxster,2018,47776 ,White,WP0CA2A87JS210854,CarMax Hickory - Now offering Curbside Pickup and Home Delivery,NC,Base,convertible,used,Hickory
21705,Hyundai,Santa Fe Sport,2018,45898 ,Mineral Gray,5XYZTDLB2JG540142,CarLotz - Charlotte,NC,2.4L,suv,used,Monroe
43582,Jeep,Wrangler Unlimited,2018,29989 ,Granite Crystal Metallic Clearcoat,1C4HJXEN7JW328723,Cavender Chrysler Jeep Dodge Ram,TX,Sahara,suv,used,Columbus
25570,BMW,3 Series,2018,29003 ,Black Sapphire Metallic,WBA8E5G5XJNU47617,Sunrise Chevrolet,NY,320i xDrive,sedan,used,Forest Hills
23379,Jeep,Compass,2018,17925 ,Blue,3C4NJDBB5JT200174,EchoPark Automotive Phoenix (Avondale),AZ,Latitude,suv,used,Avondale
42900,Chevrolet,Silverado 1500,2018,65401 ,Red,3GCUKSEC2JG594856,Cavender Chevrolet,TX,LTZ,truck,certified pre-owned,Boerne
28998,Jeep,Compass,2018,24840 ,Red,3C4NJDDB0JT136154,CarMax Phoenix-Gilbert - Now offering Curbside Pickup,AZ,Trailhawk,suv,used,Gilbert
25998,Kia,Sorento,2018,29355 ,Silver,5XYPGDA54JG417743,CarMax Norcross - Now offering Curbside Pickup and Home Delivery,GA,LX V6,suv,used,Norcross
33499,Toyota,4Runner,2018,50577 ,Blue,JTEBU5JRXJ5506510,Texas Direct Auto,TX,SR5,suv,used,Stafford
44900,Ford,F150,2018,25979 ,Shadow Black,1FTEW1E5XJKC47899,Chula Vista Honda,CA,XL,truck,used,Chula Vista
28988,Volkswagen,Atlas,2018,56598 ,Black,1V2DR2CA2JC587128,Big Star Hyundai,TX,V6 SE,suv,used,Friendswood
22998,Honda,Civic,2018,23683 ,Blue,19XFC2F8XJE038581,CarMax Murfreesboro - Now offering Curbside Pickup,TN,EX w/Honda Sensing,sedan,used,Murfreesboro
51998,Porsche,Macan,2018,42265 ,Black,WP1AA2A57JLB16785,CarMax Potomac Mills - Now offering Curbside Pickup and Home Delivery,VA,Base,suv,used,Woodbridge
17155,Toyota,Corolla,2018,62963 ,"Red,barcelona",5YFBURHE8JP841945,Hertz Car Sales Seattle,WA,LE,sedan,used,Seattle
21327,Volkswagen,Tiguan,2018,83026 ,White Silver Metallic,3VV3B7AX5JM001883,Peoria Nissan,AZ,2.0T SE,suv,used,Peoria
16899,Nissan,Sentra,2018,32015 ,Fresh Powder,3N1AB7AP2JY258856,California Motors Direct1,CA,S,sedan,used,Santa Ana
27932,BMW,X2,2018,40152 ,Alpine White,WBXYJ5C33JEF69843,Pinnacle Nissan,AZ,xDrive28i,suv,used,Scottsdale
17998,Kia,Soul,2018,29883 ,White,KNDJN2A2XJ7568668,CarMax Rochester - Now offering Curbside Pickup,NY,Base,crossover,used,Rochester
45998,GMC,Sierra 1500,2018,41909 ,Silver,3GTU2PEC3JG315668,CarMax Dayton - Now offering Curbside Pickup,OH,Denali,truck,used,West Carrollton
17489,Chevrolet,Cruze,2018,23179 ,Blue,1G1BE5SM3J7178431,EchoPark Automotive Nashville,TN,LT Auto,sedan,used,Nashville
27495,BMW,3 Series,2018,16958 ,Mineral White Metallic,WBA8E5G56JNU47260,BMW of San Francisco,CA,320i xDrive,sedan,used,San Francisco
22998,Subaru,Impreza,2018,32994 ,Red,4S3GKAM61J3605013,CarMax Sacramento/Roseville - Now offering Curbside Pickup,CA,Sport,sedan,used,Roseville
19399,Kia,Optima,2018,45768 ,Sangria,5XXGT4L32JG268096,Fontana Motors Direct,CA,LX,sedan,used,Fontana
33499,Subaru,WRX,2018,32426 ,Pure Red,JF1VA2T64J9820860,Texas Direct Auto,TX,STI Limited,sedan,used,Stafford
32999,Mercedes-Benz,GLA,2018,21350 ,Black,WDCTG4GBXJJ426890,Larson Chrysler Jeep Dodge of Puyallup,WA,GLA 250 4MATIC,suv,used,Puyallup
20998,Chevrolet,Volt,2018,42690 ,Silver,1G1RC6S54JU147502,CarMax Bakersfield - Now Open,CA,LT,hatchback,used,Bakersfield
19998,Nissan,Sentra,2018,30145 ,Black,3N1AB7APXJY233915,CarMax Modesto - Now Open,CA,SR,sedan,used,Modesto
22988,Jeep,Compass,2018,28098 ,Redline Pearlcoat,3C4NJCBB4JT204730,Westcoast Auto Sales,CA,Latitude,suv,used,Montclair
31499,Alfa Romeo,Stelvio,2018,12091 ,Alfa Rosso,ZASFAKRN6J7C22477,Florida Fine Cars West Palm Beach,FL,Ti Lusso,crossover,used,West Palm Beach 
17980,Chevrolet,Malibu,2018,59951 ,"Black,mosaic",1G1ZD5ST7JF263108,Hertz Car Sales Salt Lake City,UT,LT,sedan,used,Salt Lake City
20886,Jeep,Renegade,2018,28751 ,Glacier Metallic,ZACCJABB1JPH87535,Brandon Tomes Volkswagen of McKinney,TX,Latitude,suv,used,Mckinney
18789,Kia,Forte,2018,15577 ,Phantom Gray,3KPFL4A71JE219501,EchoPark Automotive Dallas (Grand Prairie),TX,S,sedan,used,Grand Prairie
60000,ford,srw,2018,18062,black,  1ft7w2btxjeb54932,167780683,IL,N/A,N/A,used,N/A
10200,ford,escape,2018,93350,black,  1fmcu9gd2jua74282,167749030,PA,N/A,N/A,used,N/A
30000,ford,f-150,2018,15771,blue,  1ftew1ep8jfd90148,167749173,PA,N/A,N/A,used,N/A
9200,nissan,versa,2018,41220,black,  3n1cn7ap6jl883130,167762213,FL,N/A,N/A,used,N/A
26000,ford,f-150,2018,21616,gray,  1ftfw1e55jfa37529,167749171,PA,N/A,N/A,used,N/A
32500,ford,f-150,2018,12717,red,  1ftfw1eg1jfc34506,167749167,PA,N/A,N/A,used,N/A
12400,nissan,altima,2018,37741,black,  1n4al3apxjc193322,167762105,FL,N/A,N/A,used,N/A
29500,ford,f-150,2018,12271,gray,  1ftfw1eg4jfe78490,167749164,PA,N/A,N/A,used,N/A
30500,ford,f-150,2018,56836,white,  1ftfw1eg3jfa50880,167749076,PA,N/A,N/A,used,N/A
13000,nissan,altima,2018,27488,gray,  1n4al3ap4jc153320,167762106,FL,N/A,N/A,used,N/A
38500,ford,f-150,2018,34532,black,  1ftfw1eg8jfc18450,167749069,PA,N/A,N/A,used,N/A
16300,ford,f-150,2018,69480,white,  1ftex1cb2jkd88410,167572896,TX,N/A,N/A,used,N/A
16500,nissan,pathfinder,2018,37452,gray,  5n1dr2mm2jc632610,167762107,FL,N/A,N/A,used,N/A
34000,ford,f-150,2018,21406,black,  1ftew1ep8jfe30258,167749066,PA,N/A,N/A,used,N/A
13900,nissan,rogue,2018,39797,black,  knmat2mt2jp581604,167762108,FL,N/A,N/A,used,N/A
19500,ford,wagon,2018,49985,white,  1fbzx2zm8jka97477,167600366,WI,N/A,N/A,used,N/A
16500,nissan,pathfinder,2018,36714,black,  5n1dr2mm8jc627265,167762109,FL,N/A,N/A,used,N/A
38800,ford,f-150,2018,35225,black,  1ftfw1eg6jfa49562,167749065,PA,N/A,N/A,used,N/A
9200,nissan,versa,2018,39577,silver,  3n1cn7ap7jl883833,167762212,FL,N/A,N/A,used,N/A
22500,ford,edge,2018,24747,gray,  2fmpk4k82jbb61657,167567143,CO,N/A,N/A,used,N/A
13900,nissan,rogue,2018,36207,black,  5n1at2mt3jc761242,167762110,FL,N/A,N/A,used,N/A
13900,nissan,rogue,2018,38563,black,  knmat2mt4jp581457,167762111,FL,N/A,N/A,used,N/A
16000,ford,fusion,2018,24480,silver,  3fa6p0k95jr156818,167787271,OR,N/A,N/A,used,N/A
38500,ford,f-150,2018,37053,black,  1ftew1e50jfa49583,167749067,PA,N/A,N/A,used,N/A
12100,nissan,altima,2018,41852,silver,  1n4al3apxjc159820,167762113,FL,N/A,N/A,used,N/A
36500,ford,f-150,2018,24151,red,  1ftew1eg1jfb92141,167749059,PA,N/A,N/A,used,N/A
9200,nissan,versa,2018,31594,silver,  3n1cn7ap9jl884191,167762226,FL,N/A,N/A,used,N/A
13900,nissan,rogue,2018,35065,gray,  5n1at2mt8jc761351,167762104,FL,N/A,N/A,used,N/A
9200,nissan,versa,2018,34553,silver,  3n1cn7ap5jl884088,167762225,FL,N/A,N/A,used,N/A
13900,nissan,rogue,2018,39924,white,  knmat2mt6jp582092,167762218,FL,N/A,N/A,used,N/A
12500,nissan,altima,2018,34460,gray,  1n4al3ap1jc193208,167762095,FL,N/A,N/A,used,N/A
18600,ford,transit,2018,42156,white,  1ftyr2cm6jka24229,167749408,PA,N/A,N/A,used,N/A
22800,ford,explorer,2018,36124,silver,  1fm5k8d87jgc15281,167787962,OK,N/A,N/A,used,N/A
24700,ford,f-150,2018,41127,white,  1ftew1e56jkd36112,167787974,OK,N/A,N/A,used,N/A
13900,nissan,rogue,2018,44313,white,  knmat2mt8jp581980,167762209,FL,N/A,N/A,used,N/A
15300,ford,taurus,2018,38370,silver,  1fahp2f84jg117375,167667719,UT,N/A,N/A,used,N/A
13900,nissan,rogue,2018,37073,gray,  knmat2mt6jp582724,167762100,FL,N/A,N/A,used,N/A
30000,ford,f-150,2018,6967,black,  1ftew1ep0jfd90421,167749186,PA,N/A,N/A,used,N/A
13900,nissan,rogue,2018,40259,gray,  knmat2mt9jp582734,167762219,FL,N/A,N/A,used,N/A
26500,ford,f-150,2018,38868,gray,  1ftew1ep2jkc89288,167749247,PA,N/A,N/A,used,N/A
25700,ford,f-150,2018,19058,white,  1ftfw1e51jfe26457,167749183,PA,N/A,N/A,used,N/A
25500,ford,f-150,2018,22107,gray,  1ftew1ep8jfc58328,167749180,PA,N/A,N/A,used,N/A
16500,nissan,pathfinder,2018,34640,white,  5n1dr2mm5jc631645,167762101,FL,N/A,N/A,used,N/A
27500,ford,f-150,2018,26095,gray,  1ftew1ep8jfd35859,167749176,PA,N/A,N/A,used,N/A
13900,nissan,rogue,2018,38760,white,  knmat2mt7jp582084,167762102,FL,N/A,N/A,used,N/A
19000,ford,f-150,2018,36145,white,  1ftex1cb4jfa24241,167749245,PA,N/A,N/A,used,N/A
30500,ford,f-150,2018,24058,black,  1ftfw1e53jfa36542,167749184,PA,N/A,N/A,used,N/A
25900,ford,f-150,2018,34081,red,  1ftfw1e50jkc66708,167749258,PA,N/A,N/A,used,N/A
26000,ford,f-150,2018,33350,gray,  1ftfw1e58jfa37766,167749256,PA,N/A,N/A,used,N/A
26900,ford,f-150,2018,41496,silver,  1ftew1egxjfa11599,167749267,PA,N/A,N/A,used,N/A
13900,nissan,rogue,2018,41539,black,  knmat2mt4jp581250,167762214,FL,N/A,N/A,used,N/A
26550,ford,f-150,2018,15296,white,  1ftfw1e53jkc06275,167749175,PA,N/A,N/A,used,N/A
36000,ford,f-150,2018,30002,gray,  1ftfw1e19jfd95844,167639665,TX,N/A,N/A,used,N/A
9100,ford,fiesta,2018,38289,silver,  3fadp4ej7jm133008,167615883,MN,N/A,N/A,used,N/A
7300,kia,forte,2018,38823,black,  3kpfl4a79je272611,167801773,north carolina,N/A,N/A,used,N/A
21800,ford,mustang,2018,16079,no_color,  1fa6p8th0j5176725,167782357,CA,N/A,N/A,used,N/A
19900,chevrolet,1500,2018,40345,white,  1gcvkreh3jz272445,167787966,OK,N/A,N/A,used,N/A
5090,dodge,mpv,2018,42989,gray,  2c4rdgcg2jr218218,167656467,FL,N/A,N/A,used,N/A
16500,buick,encore,2018,20002,red,  kl4cj1sb6jb688844,167763275,TN,N/A,N/A,used,N/A
4260,dodge,mpv,2018,33957,gray,  3c4pdcabxjt311007,167656471,FL,N/A,N/A,used,N/A
14100,chevrolet,trax,2018,16502,white,  kl7cjpsbxjb710284,167792685,west VA,N/A,N/A,used,N/A
10780,dodge,mpv,2018,19420,white,  1c4sdjct1jc174166,167656474,FL,N/A,N/A,used,N/A
18800,ford,mustang,2018,41147,white,  1fa6p8th1j5133883,167782359,CA,N/A,N/A,used,N/A
13000,chevrolet,malibu,2018,41751,gray,  1g1zd5st8jf242655,167787968,OK,N/A,N/A,used,N/A
30500,chevrolet,1500,2018,30442,red,  3gcukrec4jg204915,167763393,TN,N/A,N/A,used,N/A
4160,dodge,mpv,2018,32870,gray,  3c4pdcab8jt166940,167656464,FL,N/A,N/A,used,N/A
25000,dodge,charger,2018,28307,silver,  2c3cdxjg6jh224431,167755814,MI,N/A,N/A,used,N/A
19600,chevrolet,1500,2018,41672,gray,  1gcvkreh7jz295386,167787956,OK,N/A,N/A,used,N/A
14300,dodge,journey,2018,19164,gray,  3c4pdcab2jt216649,167717039,north carolina,N/A,N/A,used,N/A
13200,dodge,caravan,2018,41014,silver,  2c4rdgcg6jr301523,167748926,PA,N/A,N/A,used,N/A
30900,ford,f-150,2018,401,red,  1ftex1ep0jkd02147,167718228,IN,N/A,N/A,used,N/A
35000,ford,mustang,2018,2042,blue,  1fa6p8cf9j5131958,167778969,IL,N/A,N/A,used,N/A
11800,dodge,journey,2018,18138,white,  3c4pdcab0jt444388,167792692,west VA,N/A,N/A,used,N/A
31500,dodge,durango,2018,20907,white,  1c4sdjct3jc248087,167627221,IL,N/A,N/A,used,N/A
24400,ford,transit,2018,49710,white,  1ftyr2xm4jka56820,167722717,CA,N/A,N/A,used,N/A
21400,gmc,acadia,2018,54332,gray,  1gkknwls6jz133440,167602130,new jersey,N/A,N/A,used,N/A
23300,dodge,charger,2018,5359,blue,  2c3cdxbgxjh273288,167778965,WI,N/A,N/A,used,N/A
5690,dodge,mpv,2018,47085,silver,  2c4rdgeg8jr337145,167656466,FL,N/A,N/A,used,N/A
30000,ford,f-150,2018,19951,red,  1ftfw1eg8jfa10617,167749170,PA,N/A,N/A,used,N/A
19200,chevrolet,1500,2018,2430,white,  1gcncneh5jz302471,167763391,TN,N/A,N/A,used,N/A
5200,kia,forte,2018,46194,blue,  3kpfk4a77je198723,167801757,north carolina,N/A,N/A,used,N/A
16500,nissan,pathfinder,2018,39454,silver,  5n1dr2mm6jc650009,167762116,FL,N/A,N/A,used,N/A
13900,nissan,rogue,2018,42502,black,  knmat2mt3jp582048,167762211,FL,N/A,N/A,used,N/A
33000,ford,explorer,2018,7258,black,  1fm5k8gt5jga17377,167749025,PA,N/A,N/A,used,N/A
16500,nissan,pathfinder,2018,40203,blue,  5n1dr2mm3jc657841,167762117,FL,N/A,N/A,used,N/A
25500,ford,f-150,2018,42307,black,  1ftew1ep8jfb14732,167627326,IL,N/A,N/A,used,N/A
26000,ford,f-150,2018,1,black,  1ftfw1e5xjke09941,167627325,IL,N/A,N/A,used,N/A
13900,nissan,rogue,2018,39885,silver,  5n1at2mt4jc764747,167762112,FL,N/A,N/A,used,N/A
25000,ford,f-150,2018,15003,white,  1ftew1eg8jfd05390,167627322,IL,N/A,N/A,used,N/A
13900,nissan,rogue,2018,34547,white,  knmat2mtxjp581687,167762118,FL,N/A,N/A,used,N/A
22000,ford,mustang,2018,39477,gray,  1fatp8ff8j5181457,167786970,TX,N/A,N/A,used,N/A
28000,ford,f-150,2018,5440,blue,  1ftew1cp8jfd42703,167639660,TX,N/A,N/A,used,N/A
34000,ford,wagon,2018,10282,black,  1fbvu4xg0jka34387,167571324,VA,N/A,N/A,used,N/A
9200,nissan,versa,2018,33808,black,  3n1cn7ap3jl883781,167762207,FL,N/A,N/A,used,N/A
32000,ford,f-150,2018,17242,white,  1ftew1eg8jfd74483,167784445,OH,N/A,N/A,used,N/A
9200,nissan,versa,2018,33931,black,  3n1cn7ap5jl882616,167762208,FL,N/A,N/A,used,N/A
9100,nissan,versa,2018,33078,black,  3n1cn7ap0jl882846,167762210,FL,N/A,N/A,used,N/A
34000,ford,expedition,2018,51122,black,  1fmju1kt7jea10840,167571219,VA,N/A,N/A,used,N/A
24900,ford,f-150,2018,33194,white,  1ftew1cg6jfd15757,167571218,VA,N/A,N/A,used,N/A
25500,ford,f-150,2018,49177,blue,  1ftew1epxjfa22456,167627320,IL,N/A,N/A,used,N/A
29000,ford,f-150,2018,18690,white,  1ftfw1e53jfa49565,167749061,PA,N/A,N/A,used,N/A
8000,nissan,versa,2018,51654,blue,  3n1cn7ap1jl822946,167724489,CA,N/A,N/A,used,N/A
28100,nissan,pathfinder,2018,8889,silver,  5n1dr2mm3jc651473,167761668,IL,N/A,N/A,used,N/A
26900,chevrolet,traverse,2018,42941,black,  1gnevhkw8jj148388,167781794,MO,N/A,N/A,used,N/A
35300,chevrolet,suburban,2018,51347,black,  1gnskhkc5jr243896,167791881,MO,N/A,N/A,used,N/A
15200,dodge,caravan,2018,41636,silver,  2c4rdgcg8jr327542,167778960,WI,N/A,N/A,used,N/A
37200,ford,drw,2018,89809,white,  1fd0w5ht9jeb13276,167788237,OK,N/A,N/A,used,N/A
27000,ford,f-150,2018,40577,black,  1ftew1ep9jfa21976,167749260,PA,N/A,N/A,used,N/A
18000,nissan,maxima,2018,34951,silver,  1n4aa6ap6jc388082,167750241,PA,N/A,N/A,used,N/A
13200,nissan,sport,2018,35870,black,  jn1bj1cp2jw186856,167750400,PA,N/A,N/A,used,N/A
17000,nissan,altima,2018,44423,gray,  1n4al3ap1jc191541,167750844,TX,N/A,N/A,used,N/A
23300,nissan,murano,2018,36844,white,  5n1az2mg3jn162296,167751451,TX,N/A,N/A,used,N/A
26800,nissan,titan,2018,33605,white,  1n6aa1ej0jn540880,167751557,new mexico,N/A,N/A,used,N/A
26300,ford,f-150,2018,11739,silver,  1ftew1eb4jfc37481,167798568,new york,N/A,N/A,used,N/A
20300,ford,explorer,2018,19029,blue,  1fm5k8b89jga75379,167798489,CT,N/A,N/A,used,N/A
18200,nissan,sport,2018,28009,black,  jn1bj1cr5jw269215,167752713,TN,N/A,N/A,used,N/A
