price,make,model,year,mileage,display_color,vin,dealer_name,state,trim,body_style,condition,city
15998,Chevrolet,Cruze,2015,46840 ,Blue,1G1PC5SBXF7214293,CarMax Des Moines - Now offering Curbside Pickup,IA,1LT Auto,sedan,used,Urbandale
36998,Ram,1500,2015,39885 ,Burgundy,1C6RR7JT0FS657934,CarMax Warwick - Now offering Curbside Pickup,RI,Laramie,truck,used,Cranston
30999,Dodge,Durango,2015,66087 ,White,1C4RDJDG6FC719558,Northwest Motorsports - Boise,ID,Limited,suv,used,Boise
19500,BMW,3 Series,2015,54870 ,Mojave,WBA3A5G56FNS82081,Shift SF - Test Drives Delivered to You,CA,328i,sedan,used,South San Francisco
19998,Honda,Accord,2015,40890 ,Silver,1HGCR2F53FA171542,CarMax Manchester - Now offering Curbside Pickup,NH,Sport,sedan,used,Manchester
29998,Ford,F150,2015,53228 ,Brown,1FTFX1EF6FFD04349,CarMax Naperville - Now offering Curbside Pickup,IL,XLT,truck,used,Naperville
32998,Jeep,Wrangler,2015,34309 ,White,1C4GJWBG7FL574353,CarMax Hartford - Now offering Curbside Pickup and Home Delivery,CT,Sahara,suv,used,Hartford
37999,Chevrolet,Tahoe,2015,67949 ,White,1GNSCBKC8FR547550,Birmingham Luxury Motors,AL,LT,suv,used,Birmingham
33999,Ford,Mustang,2015,61400 ,Silver,1FA6P8CF4F5431401,OC Auto Exchange,CA,GT,coupe,used,Fullerton
25998,Toyota,Sienna,2015,49666 ,Red,5TDKK3DC3FS588278,CarMax Modesto - Now Open,CA,LE 8-Passenger,minivan,used,Modesto
36999,Toyota,Tundra,2015,88800 ,Gray,5TFUY5F18FX460739,Northwest Motorsport - Puyallup,WA,SR5,truck,used,Puyallup
16200,Honda,Civic,2015,32461 ,Red,2HGFG3B58FH514880,Shift SF - Test Drives Delivered to You,CA,LX,coupe,used,South San Francisco
14099,Ford,Escape,2015,79552 ,Oxford White,1FMCU9GX5FUB13643,Montclair Auto Exchange,CA,SE,suv,used,Montclair
24443,Jeep,Wrangler Unlimited,2015,95720 ,Black Clearcoat,1C4BJWDG9FL635161,Tyrone Square Mazda,FL,Sport,suv,used,Saint Petersburg
31799,Ford,Mustang,2015,39267 ,Deep Impact Blue Metallic,1FA6P8CF7F5406329,Florida Fine Cars Miami,FL,GT Premium,coupe,used,Miami
13543,Jeep,Cherokee,2015,117849 ,True Blue Pearlcoat,1C4PJLCBXFW694695,Serra Buick GMC Cadillac Kia,MI,Latitude,suv,used,Washington
38995,Chevrolet,Silverado 1500,2015,56810 ,Gray,3GCPCSEJ6FG328109,Stadium Nissan,CA,LTZ,truck,used,Orange
22998,Jeep,Grand Cherokee,2015,61252 ,Black,1C4RJEAG9FC613898,CarMax Arlington/Ft. Worth - Now offering Curbside Pickup and Home Delivery,TX,Laredo,suv,used,Fort Worth
17900,Chevrolet,Impala,2015,60115 ,Silver,1G11Z5SL2FU129138,Toyota of the Desert,CA,LS,sedan,used,Cathedral City
37998,Ford,F150,2015,100824 ,Gray,1FTEW1EG2FFC10119,CarMax King of Prussia - Now offering Curbside Pickup,PA,Platinum,truck,used,King Of Prussia
21565,Cadillac,SRX,2015,60660 ,Platinum Ice Tricoat,3GYFNBE30FS615993,Camelback Toyota,AZ,Luxury Collection,suv,used,Phoenix
30856,Chevrolet,Silverado 1500,2015,72770 ,Red,1GCVKRECXFZ330367,Jones Chevrolet Humboldt,TN,LT,truck,used,Humboldt
28705,Jeep,Wrangler Unlimited,2015,92142 ,Billet Silver Metallic Clearcoat,1C4HJWDG8FL701323,Car City Wholesale,KS,Sport,suv,used,Shawnee
16773,Dodge,Journey,2015,103543 ,White,3C4PDCAB6FT712240,Moss Bros. Chevrolet,CA,SE,suv,used,Moreno Valley
40998,GMC,Sierra 1500,2015,47142 ,White,3GTU2VECXFG482198,CarMax Tulsa - Now offering Curbside Pickup,OK,SLT,truck,used,Tulsa
40500,Ford,F150,2015,52273 ,White,1FTEW1EG7FFC48154,Hall Ford Lincoln Newport News,VA,King Ranch,truck,used,Newport News
39999,Ford,F150,2015,22571 ,Black,1FTEW1EP4FKD63835,Northwest Motorsport - Missoula,MT,XLT,truck,used,Missoula
26797,Toyota,Tundra,2015,92000 ,Black,5TFDW5F17FX473648,Jerry Ulm Chrysler Dodge Jeep Ram,FL,SR5,truck,used,Tampa
20495,Infiniti,Q70,2015,74887 ,Storm Front Gray,JN1BY1AP9FM541037,Destination Motorcars,TX,3.7,sedan,used,Wylie
21250,Hyundai,Genesis,2015,59822 ,Gray,KMHGN4JF6FU027338,Shift Sacramento - Test Drives Delivered to You,CA,5.0L,sedan,used,Sacramento
18998,Subaru,Outback,2015,93535 ,Blue,4S4BSAEC5F3274308,CarMax Laurel - Now offering Curbside Pickup,MD,2.5i Premium,crossover,used,Laurel
10999,Nissan,Versa Note,2015,48065 ,Blue,3N1CE2CP5FL418426,Texas Direct Auto,TX,SV,hatchback,used,Stafford
15500,Toyota,Camry,2015,46330 ,Black,4T1BF1FK0FU075848,Shift Seattle - Test Drives Delivered to You,WA,LE,sedan,used,Auburn
10998,Ford,Fiesta,2015,101029 ,Red,3FADP4BJ3FM132661,CarMax Grand Rapids (Kentwood) - Now offering Curbside Pickup,MI,SE,sedan,used,Kentwood
28999,Lexus,GS 350,2015,57578 ,White,JTHBE1BL1FA015969,Texas Direct Auto,TX,Base,sedan,used,Stafford
15998,Toyota,Prius,2015,104034 ,White,JTDKN3DU6F0474892,CarMax Irvine - Now offering Curbside Pickup and Home Delivery,CA,Two,hatchback,used,Irvine
28500,Infiniti,QX80,2015,114135 ,"Black Obsidian,Black",JN8AZ2NE5F9080964,Heritage Honda Parkville,MD,Base,suv,used,Parkville
10998,Nissan,Versa Note,2015,62801 ,Gray,3N1CE2CPXFL400004,CarMax West 104th Ave - Now offering Curbside Pickup and Home Delivery,CO,SV,hatchback,used,Federal Heights
11495,Hyundai,Sonata,2015,99800 ,White,5NPE34AF1FH100756,A Better Way Wholesale,CT,Sport,sedan,used,Naugatuck
41998,Dodge,Challenger,2015,24364 ,Blue,2C3CDZDJ3FH910534,CarMax Centennial - Now offering Curbside Pickup and Home Delivery,NV,SRT 392,coupe,used,Las Vegas
11900,Toyota,Camry,2015,145214 ,Gray,4T1BF1FK4FU951708,Axis Motorcars,NJ,XLE,sedan,used,Jersey City
35999,Chevrolet,Silverado 1500,2015,48680 ,Silver Ice Metallic,1GCNCREC9FZ271082,Corona Motors Direct,CA,LT,truck,used,Norco
35410,Jeep,Wrangler Unlimited,2015,73815 ,Baja Yellow Clearcoat,1C4BJWFG1FL737129,Alpine Buick GMC South,CO,Rubicon,suv,used,Colorado Springs
14500,Hyundai,Sonata,2015,95421 ,Black,5NPE34AF5FH198240,Shift LA - Test Drives Delivered to You,CA,Sport,sedan,used,Commerce
15199,Honda,Accord,2015,83835 ,Crystal Black Pearl,1HGCR2F87FA216251,California Motors Direct1,CA,EX-L,sedan,used,Santa Ana
27998,Toyota,Tacoma,2015,93273 ,Red,3TMLU4EN4FM195409,CarMax West 104th Ave - Now offering Curbside Pickup and Home Delivery,CO,V6,truck,used,Federal Heights
30415,Ford,Expedition,2015,67860 ,Gray,1FMJU1MT7FEF43095,Cavender Cadillac,TX,Platinum,suv,used,San Antonio
14599,Chrysler,200,2015,80094 ,Black,1C3CCCAB8FN591278,CarMax Boise (Meridian) - Now offering Curbside Pickup,ID,Limited,sedan,used,Meridian
27899,BMW,6 Series,2015,91282 ,Alpine White,WBA6B8C59FD453834,LA Auto Exchange,CA,640i xDrive Gran Coupe,sedan,used,Montebello
15998,Mazda,Mazda3,2015,92746 ,Red,3MZBM1U78FM198663,CarMax Henderson - Now offering Curbside Pickup and Home Delivery,NV,i Sport,sedan,used,Henderson
16394,Chevrolet,Traverse,2015,94260 ,Blue Velvet Metallic,1GNKRGKD1FJ362663,Dan Tobin Buick GMC,OH,LT,suv,used,Columbus
15950,Honda,Civic,2015,76046 ,Black,19XFB2F96FE213637,Shift Sacramento - Test Drives Delivered to You,CA,EX-L,sedan,used,Sacramento
21500,Mercedes-Benz,GLA,2015,56307 ,Gray,WDCTG4GB5FJ068122,Shift Seattle - Test Drives Delivered to You,WA,GLA 250 4MATIC,suv,used,Auburn
17998,Honda,Civic,2015,42070 ,Silver,19XFB2F5XFE070740,CarMax Mobile - Now offering Curbside Pickup,AL,LX,sedan,used,Mobile
51998,Ram,Pickup 3500,2015,95622 ,White,3C63RRJL5FG702505,CarMax Phoenix-West Valley - Now offering Curbside Pickup,AZ,Laramie,truck,used,Tolleson
26999,Chevrolet,Colorado,2015,80106 ,Brownstone Metallic,1GCGSCE30F1262780,Texas Direct Auto,TX,Z71,truck,used,Stafford
16000,Ford,Explorer,2015,140732 ,Silver,1FM5K8D83FGB83260,Hall Acura Newport News,VA,XLT,suv,used,Newport News
27499,Toyota,Highlander,2015,79763 ,Ooh La La Rouge Mica,5TDYKRFHXFS072490,Texas Direct Auto,TX,Limited,suv,used,Stafford
17350,Lincoln,MKC,2015,61246 ,Black,5LMCJ1A91FUJ11146,Shift Northern Oregon - Test Drives Delivered to You,OR,Base,suv,used,Salem
16999,Volkswagen,CC,2015,53815 ,White,WVWBP7AN3FE820866,Northwest Motorsport - Snohomish,WA,Sport PZEV,sedan,used,Lynnwood
32488,Chevrolet,Suburban,2015,111517 ,Crystal Red Tintcoat,1GNSKJKC2FR586468,Marthaler Chevy Buick of Minocqua,WI,LT 1500,suv,used,Minocqua
21750,Toyota,Camry,2015,35720 ,White,4T1BK1FK4FU554804,STG Auto Group,CA,XLE V6,sedan,used,Montclair
19999,Ford,Mustang,2015,58105 ,Black,1FA6P8AM1F5395734,Texas Direct Auto,TX,V6,coupe,used,Stafford
24950,Mercedes-Benz,GLA,2015,23568 ,Silver,WDCTG4GB4FJ115933,Shift LA - Test Drives Delivered to You,CA,GLA 250 4MATIC,suv,used,Commerce
15998,Chrysler,200,2015,79359 ,Silver,1C3CCCAB9FN687470,CarMax Newport News - Now offering Curbside Pickup and Home Delivery,VA,Limited,sedan,used,Newport News
17999,Honda,Accord,2015,49023 ,Gray,1HGCR2F78FA203385,605 Auto Sales,CA,EX,sedan,used,Bellflower
33499,Ford,F150,2015,38877 ,Oxford White,1FTEW1CF7FKE47416,Gunn Buick GMC,TX,Lariat,truck,used,Selma
26500,Toyota,Tacoma,2015,95017 ,Blue,3TMJU4GN6FM178180,Shift Seattle - Test Drives Delivered to You,WA,PreRunner V6,truck,used,Auburn
14300,Jeep,Cherokee,2015,103600 ,Brilliant Black Crystal Pearlcoat,1C4PJLCB0FW572542,Hall Chrysler Dodge Jeep Ram Virginia Beach,VA,Latitude,suv,used,Virginia Beach
31152,Toyota,Tacoma,2015,28311 ,Magnetic Gray Metallic,5TFJX4GN1FX046199,Pinnacle Nissan,AZ,PreRunner,truck,used,Scottsdale
72998,Chevrolet,Corvette,2015,16949 ,Yellow,1G1YN2D67F5600226,CarMax Lafayette - Now offering Curbside Pickup,LA,Z06,coupe,used,Lafayette
42499,Porsche,Boxster,2015,37105 ,Blue,WP0CA2A87FK110390,Texas Direct Auto,TX,Base,convertible,used,Stafford
17995,Volkswagen,Golf GTI,2015,90729 ,Carbon Steel Gray Metallic,3VW547AU4FM083374,Wellesley Mazda,MA,SE,hatchback,used,Wellesley
25999,Cadillac,CTS,2015,28998 ,Red Obsession Tintcoat,1G6AX5SX1F0131361,Texas Direct Auto,TX,2.0T Luxury Collection,sedan,used,Stafford
17950,BMW,3 Series,2015,38020 ,Black,WBA3C1C52FK124783,Shift Northern Oregon - Test Drives Delivered to You,OR,328i,sedan,used,Salem
22350,BMW,5 Series,2015,76406 ,Silver,WBAKN9C51FD960903,Shift LA - Test Drives Delivered to You,CA,550i,sedan,used,Commerce
47998,Mercedes-Benz,SClass,2015,44419 ,White,WDDUG8CB7FA171605,CarMax Reno - Now offering Curbside Pickup,NV,S 550,sedan,used,Reno
11999,Nissan,Altima,2015,67233 ,Brilliant Silver,1N4AL3AP8FN864420,California Motors Direct1,CA,2.5 S,sedan,used,Santa Ana
17500,Hyundai,Santa Fe Sport,2015,72901 ,Canyon Copper,5XYZUDLB5FG296040,Axis Motorcars,NJ,2.4L,suv,used,Jersey City
19998,Subaru,Impreza,2015,44322 ,Red,JF1GPAV64FH291017,CarMax Danvers - Now offering Curbside Pickup,MA,2.0i Sport Limited,wagon,used,Danvers
18998,Hyundai,Tucson,2015,43443 ,Black,KM8JTCAF4FU099676,CarMax Columbus Easton - Now offering Curbside Pickup and Home Delivery,OH,GLS,suv,used,Columbus
64999,Chevrolet,Silverado 2500HD,2015,57462 ,White,1GC1KWE86FF659710,Northwest Motorsport - Missoula,MT,LTZ,truck,used,Missoula
32998,Chevrolet,Silverado 1500,2015,64491 ,White,3GCPCREC5FG333795,CarMax Southwest Freeway - Now offering Curbside Pickup and Home Delivery,TX,LT Z71,truck,used,Houston
39998,Ford,Mustang,2015,2387 ,Blue,1FA6P8RFXF5501636,CarMax Melbourne - Now offering Curbside Pickup and Home Delivery,FL,GT 50 Years Limited Edition,coupe,used,Melbourne
19610,Mercedes-Benz,CClass,2015,66899 ,Silver,55SWF4JBXFU073286,Auto Gallery Mitsubishi - Murrieta,CA,C 300,sedan,used,Murrieta
56999,Chevrolet,Corvette,2015,22043 ,Black,1G1YM3D73F5113784,Florida Fine Cars West Palm Beach,FL,Stingray Z51,convertible,used,West Palm Beach 
35998,GMC,Yukon,2015,66028 ,Black,1GKS1AKC1FR719673,CarMax Sacramento/Roseville - Now offering Curbside Pickup,CA,SLE,suv,used,Roseville
37999,Ram,1500,2015,52723 ,Silver,1C6RR7UT9FS609327,Northwest Motorsports - Boise,ID,Sport,truck,used,Boise
28500,Chevrolet,Silverado 1500,2015,85541 ,Green,3GCPCREH7FG160552,Shift LA - Test Drives Delivered to You,CA,LT,truck,used,Commerce
27777,Lexus,RC 350,2015,71046 ,Gray,JTHHE5BC0F5002379,Vista Motors,CA,Base,coupe,used,Ontario
25909,Ram,1500,2015,123463 ,Bright Silver Metallic Clearcoat,1C6RR6NM3FS735961,Westgate Chrysler Jeep Dodge Ram,NC,Laramie,truck,used,Raleigh
32499,Chevrolet,Silverado 1500,2015,46334 ,White,1GCVKREC2FZ230456,Texas Direct Auto,TX,LT,truck,used,Stafford
31999,Ford,Mustang,2015,43131 ,Oxford White,1FA6P8CF3F5434306,Texas Direct Auto,TX,GT Premium,coupe,used,Stafford
13999,Honda,CRV,2015,128817 ,Crystal Black Pearl,3CZRM3H36FG707940,605 Auto Sales,CA,LX,suv,used,Bellflower
15300,Hyundai,Sonata Hybrid,2015,62765 ,White,KMHEC4A40FA139582,Shift LA - Test Drives Delivered to You,CA,Base,sedan,used,Commerce
24998,Audi,A3,2015,37780 ,Silver,WAU6CLFFXF1078817,CarMax Jensen Beach - Now offering Curbside Pickup and Home Delivery,FL,1.8T Premium,convertible,used,Jensen Beach
17999,Jeep,Cherokee,2015,78702 ,White,1C4PJMCB4FW696982,Northwest Motorsport - Snohomish,WA,Latitude,suv,used,Lynnwood
25000,Chevrolet,Silverado 1500,2015,132166 ,White,3GCUKREC0FG257988,Dewey Auto Outlet,IA,LT,truck,used,Des Moines
19879,Audi,A3,2015,48437 ,Mythos Black Metallic,WAUBFGFF1F1053737,Nissan of Streetsboro,OH,2.0T quattro Premium,sedan,used,Streetsboro
15499,Toyota,Corolla,2015,67442 ,Black Sand Pearl,2T1BURHE9FC276256,Texas Direct Auto,TX,LE,sedan,used,Stafford
24998,Honda,CRV,2015,30637 ,Blue,2HKRM4H73FH632135,CarMax Plano - Now offering Curbside Pickup and Home Delivery,TX,EX-L,suv,used,Plano
17899,Scion,FRS,2015,72156 ,Yuzu,JF1ZNAA13F8705607,IE Auto Exchange,CA,Release Series 1.0,coupe,used,Colton
20999,BMW,5 Series,2015,89810 ,Alpine White,WBA5B3C51FD545907,Texas Direct Auto,TX,535i xDrive,sedan,used,Stafford
12595,Chevrolet,Cruze,2015,44457 ,Black,1G1PC5SB6F7269100,Auto Mall of Springfield,IL,1LT Auto,sedan,used,Springfield
47950,Ford,F250 Super Duty,2015,,Silver,1FD7W2BTXFEB96360,Maximum Auto Search,CO,XL,truck,used,Englewood
12799,Kia,Optima,2015,82869 ,Bright Silver,5XXGN4A72FG405366,Fontana Motors Direct,CA,EX,sedan,used,Fontana
28995,Lexus,GS 350,2015,49929 ,White,JTHBE1BL2FA008710,Hub City Ford,LA,Base,sedan,used,Lafayette
25495,Audi,A3,2015,39995 ,Black,WAU7FLFF3F1075351,Herb Connolly Chevrolet,MA,2.0T quattro Premium,convertible,used,Framingham
29991,Chevrolet,Silverado 1500,2015,88207 ,Gray,3GCUKREC4FG145629,Shea Chevrolet Buick GMC,MI,LT,truck,used,Flint
51499,Chevrolet,Corvette,2015,14699 ,Crystal Red Tintcoat,1G1YL2D74F5105125,Van Horn Chevrolet of Plymouth,WI,Stingray Z51,coupe,used,Plymouth
13999,Chevrolet,Trax,2015,83221 ,Red,KL7CJPSB5FB157860,AutoOne,PA,LS,crossover,used,Lancaster
18499,Ford,Mustang,2015,72043 ,Black,1FA6P8THXF5429878,California Motors Direct1,CA,EcoBoost,coupe,used,Santa Ana
24998,Honda,Pilot,2015,58108 ,White,5FNYF3H35FB014150,CarMax Southwest Freeway - Now offering Curbside Pickup and Home Delivery,TX,SE,suv,used,Houston
29950,Chevrolet,Silverado 1500,2015,76475 ,White,3GCPCREC0FG409309,Shift LA - Test Drives Delivered to You,CA,LT,truck,used,Commerce
42999,Ram,1500,2015,36504 ,Black,1C6RR7MT7FS762918,Northwest Motorsport - Spokane,WA,Sport,truck,used,Spokane Valley
16500,Subaru,Legacy,2015,69324 ,Gray,4S3BNAH66F3032922,Shift Sacramento - Test Drives Delivered to You,CA,2.5i Premium,sedan,used,Sacramento
12995,Nissan,Sentra,2015,63056 ,Super Black,3N1AB7AP1FY291869,Car Castle,CA,S,sedan,used,Fullerton
11700,ford,escape,2015,52340,black,  1fmcu0jx4fua38177,167632432,IL,N/A,N/A,used,N/A
17500,ford,edge,2015,59726,gray,  2fmtk4k99fbb35183,167793196,MO,N/A,N/A,used,N/A
39800,dodge,challenger,2015,3641,white,  2c3cdzc95fh757310,167755377,PA,N/A,N/A,used,N/A
18100,ford,van,2015,106546,white,  1fbzx2ym4fka72472,167743616,MS,N/A,N/A,used,N/A
16700,ford,cutaway,2015,69004,white,  1fdwe4fl3fda32622,167780449,WI,N/A,N/A,used,N/A
19700,ford,expedition,2015,72369,white,  1fmju1ht4fef41606,167743633,MS,N/A,N/A,used,N/A
26200,ford,f-650,2015,129063,white,  3frnf6fb5fv723703,167802126,TX,N/A,N/A,used,N/A
13000,ford,edge,2015,59656,gray,  2fmpk3j80fbb14677,167608955,FL,N/A,N/A,used,N/A
42500,dodge,challenger,2015,13740,black,  2c3cdzc92fh716195,167752120,TX,N/A,N/A,used,N/A
19995,ford,suv,2015,48115,red,  2fmtk4k88fbb49003,167565056,PA,N/A,N/A,used,N/A
33300,cadillac,esv,2015,57932,gray,  1gys4tkj0fr538846,167765183,WA,N/A,N/A,used,N/A
16800,ford,cutaway,2015,65179,white,  1fdwe4fl2fda28433,167780450,WI,N/A,N/A,used,N/A
36400,audi,5,2015,47213,black,  wuac6bfr0fa901212,167780470,WI,N/A,N/A,used,N/A
27700,ford,f-650,2015,92358,white,  3frnf6fb7fv723704,167802125,TX,N/A,N/A,used,N/A
38800,dodge,challenger,2015,26292,white,  2c3cdzc90fh834388,167783956,CA,N/A,N/A,used,N/A
43400,dodge,challenger,2015,7250,white,  2c3cdzc99fh713682,167769093,AZ,N/A,N/A,used,N/A
29000,chevrolet,1500,2015,69377,brown,  3gcuksej3fg195122,167793216,MO,N/A,N/A,used,N/A
46000,dodge,challenger,2015,10145,no_color,  2c3cdzfj8fh877821,167769114,AZ,N/A,N/A,used,N/A
14700,ford,van,2015,37739,white,  1ftne1zmxfka31885,167784980,new jersey,N/A,N/A,used,N/A
22000,chevrolet,tahoe,2015,82785,gray,  1gnscakc0fr161697,167800450,TX,N/A,N/A,used,N/A
8500,ford,connect,2015,118483,white,  nm0ls6e75f1193116,167746107,FL,N/A,N/A,used,N/A
21200,chevrolet,tahoe,2015,125507,white,  1gnscckc9fr715640,167800438,TX,N/A,N/A,used,N/A
8900,chevrolet,colorado,2015,85072,white,  1gchsaea3f1218425,167793027,west VA,N/A,N/A,used,N/A
36900,chevrolet,corvette,2015,29937,black,  1g1yj2d7xf5106236,167775622,FL,N/A,N/A,used,N/A
8160,honda,van,2015,109027,gray,  5fnrl5h96fb012419,167703523,VA,N/A,N/A,used,N/A
4200,ford,cutaway,2015,80032,no_color,  1fdfe4fs3fda25516,167529792,IL,N/A,N/A,used,N/A
21500,ford,van,2015,14482,no_color,  1fbzx2cm3fka83325,167800599,TX,N/A,N/A,used,N/A
7200,chevrolet,van,2015,80711,white,  3n63m0yn5fk720622,167773430,PA,N/A,N/A,used,N/A
15700,ford,cutaway,2015,75862,white,  1fdwe4fl1fda28424,167780452,WI,N/A,N/A,used,N/A
17400,ford,cutaway,2015,70954,white,  1fdwe4fl5fda28412,167780471,WI,N/A,N/A,used,N/A
16800,ford,cutaway,2015,68319,white,  1fdwe4fl3fda32619,167780458,WI,N/A,N/A,used,N/A
7700,chevrolet,colorado,2015,94150,white,  1gchsaea7f1213972,167773422,PA,N/A,N/A,used,N/A
23652,Ford,F250 Super Duty,2016,80201 ,Oxford White,1FT7X2AT2GEB62644,Mac Haik Ford Jackson,MS,XLT,truck,used,Jackson
40999,Maserati,Quattroporte,2016,32366 ,Gray,ZAM56RRA5G1164722,Texas Direct Auto,TX,S Q4,sedan,used,Stafford
21884,Toyota,RAV4,2016,52179 ,Super White,JTMBFREV8GJ069992,Team Toyota of Langhorne,PA,LE,suv,used,Langhorne
19950,BMW,3 Series,2016,61029 ,Black,WBA8E9C59GK647220,Shift Seattle - Test Drives Delivered to You,WA,328i,sedan,used,Auburn
39899,Ford,F150,2016,54961 ,Silver,1FTEW1EPXGKF99908,Northwest Motorsport - Pasco,WA,XLT,truck,used,Pasco
19999,Lincoln,MKS,2016,47569 ,Black Velvet,1LNHL9DK4GG601791,Texas Direct Auto,TX,Base,sedan,used,Stafford
15998,Hyundai,Accent,2016,24158 ,White,KMHCT5AE0GU270467,CarMax Gulf Freeway - Now offering Curbside Pickup and Home Delivery,TX,SE,hatchback,used,Houston
35999,Ford,F150,2016,57901 ,Red,1FTFW1EF7GFB61366,Texas Direct Auto,TX,Lariat,truck,used,Stafford
27998,Jaguar,XF,2016,62756 ,Ultimate Black Metallic,SAJBG4BV2GCY02497,Florida Fine Cars Miami,FL,S,sedan,used,Miami
20094,Honda,CRV,2016,31208 ,Crystal Black Pearl,3CZRM3H33GG703569,John Eagle Honda of Houston,TX,LX,suv,certified pre-owned,Houston
21888,Dodge,Charger,2016,122902 ,Granite Pearlcoat,2C3CDXCT9GH267373,M & S Auto,CA,R/T,sedan,used,Sacramento
24699,Chevrolet,Colorado,2016,88246 ,Summit White,1GCGSCE38G1165652,Fontana Motors Direct,CA,LT,truck,used,Fontana
28998,Chevrolet,Traverse,2016,37280 ,Gold,1GNKRJKD4GJ284507,CarMax Cincinnati - Now offering Curbside Pickup,OH,LTZ,suv,used,Cincinnati
19999,Jeep,Compass,2016,44955 ,Black,1C4NJDBB4GD535487,Northwest Motorsports - Boise,ID,Sport,suv,used,Boise
24998,Toyota,Tacoma,2016,48410 ,White,5TFRX5GN5GX066675,CarMax Bakersfield - Now Open,CA,SR,truck,used,Bakersfield
16998,Volkswagen,Jetta,2016,47023 ,White,3VW267AJ1GM271967,CarMax Glencoe (Edens Expy) - Now offering Curbside Pickup,IL,1.4T S,sedan,used,Glencoe
29989,BMW,X5,2016,88605 ,Black Sapphire Metallic,5UXKT0C55G0S75458,Chapman BMW Chandler,AZ,xDrive40e,suv,used,Chandler
14642,FIAT,500X,2016,44836 ,Rosso Passione (Red Hypnotique Clear Coat),ZFBCFYCT9GP370870,Midway Automotive,MA,Trekking,crossover,used,Abington
53990,Land Rover,Range Rover,2016,54546 ,White,SALGS2VF1GA274189,AMG Auto,NJ,HSE,suv,used,Somerville
24980,Chrysler,Town and Country,2016,36915 ,Bright White Clearcoat,2C4RC1GG1GR166812,Apple Chrysler Dodge Jeep Ram of Shakopee,MN,Limited Platinum,minivan,used,Shakopee
24497,Mercedes-Benz,EClass,2016,80396 ,Blue,WDDHF8JB5GB223185,Ocean Honda of Brockton,MA,E 350 4MATIC,sedan,used,Brockton
44900,Porsche,Cayenne,2016,34996 ,Silver,WP1AA2A29GKA37302,Park Place Porsche,TX,Base,suv,certified pre-owned,Dallas
12899,Nissan,Sentra,2016,67105 ,Aspen White Pearl,3N1AB7AP3GY292992,California Motors Direct1,CA,SR,sedan,used,Santa Ana
26195,Jeep,Grand Cherokee,2016,55679 ,Red,1C4RJFBG5GC406334,Gettacar,PA,Limited,suv,used,Bensalem
8000,chevrolet,trax,2016,77429,silver,  kl7cjpsb3gb750120,167792654,west VA,N/A,N/A,used,N/A
25950,Ram,1500,2016,66453 ,Black,1C6RR6FT0GS362014,Shift Sacramento - Test Drives Delivered to You,CA,Express,truck,used,Sacramento
29699,Ram,1500,2016,25776 ,Construction Yellow,1C6RR6LT0GS348327,Florida Fine Cars Miami,FL,Lone Star,truck,used,Miami
31999,Ram,Pickup 2500,2016,64868 ,Bright White Clear Coat,3C6UR4HJ0GG321285,Texas Direct Auto,TX,Tradesman,truck,used,Stafford
30455,Ford,F150,2016,136692 ,Ingot Silver Metallic,1FTEW1EG9GFB62877,Bradshaw Chevy Buick GMC Cadillac,SC,XL,truck,used,Greer
16880,Chevrolet,Volt,2016,42361 ,Silver,1G1RC6S53GU114614,East County Pre-Owned Superstore,CA,LT,hatchback,used,El Cajon
21998,Acura,TLX,2016,51642 ,Blue,19UUB1F36GA002957,CarMax San Gabriel Valley/Duarte - Now offering Curbside Pickup and Home Delivery,CA,Base,sedan,used,Duarte
25488,Toyota,Highlander,2016,75137 ,Predawn Gray Mica,5TDZKRFH9GS172179,Camelback Toyota,AZ,LE,suv,used,Phoenix
33499,Ford,Mustang,2016,34370 ,White,1FATP8FF6G5325631,Off Lease Only Bradenton,FL,GT Premium,convertible,used,Bradenton
16700,Toyota,Camry,2016,63109 ,Black,4T1BF1FK4GU252502,Heritage Chrysler Jeep Dodge Owings Mills,MD,SE,sedan,used,Owings Mills
17999,Chevrolet,Malibu Limited,2016,36759 ,Silver Ice Metallic,1G11C5SA3GF129378,LA Auto Exchange,CA,LT,sedan,used,Montebello
21998,Kia,Sorento,2016,54210 ,Red,5XYPG4A30GG055529,CarMax West Broad - Now offering Curbside Pickup and Home Delivery,VA,LX,suv,used,Glen Allen
33221,Ford,F150,2016,151022 ,White,1FTEW1EG7GFB01740,Ken Garff St. George Ford Lincoln,UT,XL,truck,used,St George
19900,Mazda,CX5,2016,38513 ,Gray,JM3KE2DY4G0861754,Baytown GMC Buick,TX,Grand Touring,suv,used,Baytown
31998,Chevrolet,Silverado 1500,2016,70397 ,Black,3GCPCREC4GG283523,CarMax West Sahara - Now offering Curbside Pickup and Home Delivery,NV,LT,truck,used,Las Vegas
32998,Ford,F150,2016,50173 ,Black,1FTEW1EP0GFB12403,CarMax Spokane - Now offering Curbside Pickup,WA,XL,truck,used,Spokane Valley
37998,Jaguar,FTYPE,2016,49178 ,Ammonite Gray Metallic,SAJWA6AT4G8K23626,Florida Fine Cars Miami,FL,Base,coupe,used,Miami
17998,Nissan,Altima,2016,42707 ,White,1N4AL3AP8GC148338,CarMax Murrieta - Now offering Curbside Pickup and Home Delivery,CA,2.5 SL,sedan,used,Murrieta
